CSDUID,CSDNAME,Type,Price,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type,Population,Province,combined_coordinates
3506008,Ottawa,Apartment,2000.0,2.0,1.5,0,0,1,1000.0,1 Year,1071868,Ontario,"45.2824155,-75.7467981"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,1939.0,1 Year,1071868,Ontario,"45.2820677,-75.8933068"
3506008,Ottawa,House,2500.0,4.5,2.5,0,0,0,2400.0,1 Year,1071868,Ontario,"45.2819459,-75.7250728"
3506008,Ottawa,Townhouse,2400.0,3.5,2.5,0,0,0,2300.0,1 Year,1071868,Ontario,"45.2818952,-75.8720474"
3506008,Ottawa,Condo,1950.0,1.0,1.0,0,1,1,625.0,1 Year,1071868,Ontario,"45.2816624,-75.6818647"
3506008,Ottawa,Apartment,1650.0,2.0,1.0,1,1,1,1100.0,1 Year,1071868,Ontario,"45.2808951,-75.7057528"
3506008,Ottawa,Condo,2300.0,2.0,2.0,0,1,1,960.0,1 Year,1071868,Ontario,"45.2806823,-75.8254797"
3506008,Ottawa,Townhouse,2400.0,3.5,3.5,0,0,0,1760.0,1 Year,1071868,Ontario,"45.28039,-75.89096"
3506008,Ottawa,House,2950.0,4.5,2.5,0,0,0,2090.0,1 Year,1071868,Ontario,"45.2803326,-75.8713148"
3506008,Ottawa,House,2295.0,3.0,2.5,0,0,0,1450.0,1 Year,1071868,Ontario,"45.2802701,-75.8901553"
3506008,Ottawa,Townhouse,2295.0,3.0,2.5,0,0,0,1450.0,1 Year,1071868,Ontario,"45.2802701,-75.8901553"
3506008,Ottawa,Basement,1500.0,0.5,1.0,1,1,1,400.0,Month-to-month,1071868,Ontario,"45.2793077,-75.865417"
3506008,Ottawa,House,2500.0,3.0,2.5,0,0,0,1900.0,1 Year,1071868,Ontario,"45.2786235,-75.7108085"
3506008,Ottawa,Townhouse,2400.0,3.5,2.5,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2783143,-75.737832"
3506008,Ottawa,Apartment,1495.0,0.5,1.0,1,1,1,600.0,1 Year,1071868,Ontario,"45.2782531,-75.8524299"
3506008,Ottawa,House,2350.0,3.0,2.5,0,0,0,1703.0,1 Year,1071868,Ontario,"45.2782262,-75.7129104"
3506008,Ottawa,Townhouse,2200.0,3.0,2.5,0,0,0,2000.0,1 Year,1071868,Ontario,"45.2780656,-75.929419"
3506008,Ottawa,Condo,1950.0,2.0,2.5,0,0,0,1250.0,1 Year,1071868,Ontario,"45.2778164,-75.7520807"
3506008,Ottawa,Apartment,1798.0,1.0,1.0,0,0,1,595.0,1 Year,1071868,Ontario,"45.27763,-75.86303"
3506008,Ottawa,Apartment,2448.0,3.0,2.0,0,0,1,1172.0,1 Year,1071868,Ontario,"45.27763,-75.86303"
3506008,Ottawa,Apartment,2048.0,2.0,2.0,0,0,1,943.0,1 Year,1071868,Ontario,"45.27763,-75.86303"
3506008,Ottawa,House,2695.0,4.0,4.0,0,0,0,1950.0,1 Year,1071868,Ontario,"45.2774173,-75.8406148"
3506008,Ottawa,House,3400.0,4.0,2.5,0,0,0,2880.0,1 Year,1071868,Ontario,"45.2774118,-75.8450711"
3506008,Ottawa,House,3400.0,4.0,2.5,0,0,0,2880.0,1 Year,1071868,Ontario,"45.2774118,-75.8450711"
3506008,Ottawa,Townhouse,2200.0,3.0,2.5,0,0,0,1600.0,1 Year,1071868,Ontario,"45.2773779,-75.8378452"
3506008,Ottawa,House,2800.0,4.0,3.5,0,0,0,2000.0,1 Year,1071868,Ontario,"45.2768885,-75.6822376"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,2300.0,1 Year,1071868,Ontario,"45.2767836,-75.9275458"
3506008,Ottawa,House,3750.0,4.0,4.0,0,0,0,2500.0,1 Year,1071868,Ontario,"45.2766407,-75.8464006"
3506008,Ottawa,House,2800.0,4.0,3.0,0,0,0,2250.0,1 Year,1071868,Ontario,"45.2765224,-75.8802085"
3506008,Ottawa,House,3290.0,5.0,4.0,0,0,0,3000.0,1 Year,1071868,Ontario,"45.2764055,-75.6947211"
3506008,Ottawa,Apartment,2075.0,2.0,2.0,0,0,1,834.0,Month-to-month,1071868,Ontario,"45.2761995,-75.8919239"
3506008,Ottawa,Townhouse,2400.0,4.0,4.0,0,0,0,1900.0,1 Year,1071868,Ontario,"45.2761003,-75.7385705"
3506008,Ottawa,Townhouse,2250.0,3.5,3.5,0,0,0,2200.0,1 Year,1071868,Ontario,"45.2761003,-75.7385705"
3506008,Ottawa,House,3290.0,5.0,4.0,0,0,0,3000.0,1 Year,1071868,Ontario,"45.2758988,-75.6947046"
3506008,Ottawa,Duplex/Triplex,1850.0,3.0,1.0,0,1,1,1.0,1 Year,1071868,Ontario,"45.2758328,-75.9080412"
3506008,Ottawa,House,1675.0,1.0,1.0,0,0,0,850.0,1 Year,1071868,Ontario,"45.2756793,-75.8065023"
3506008,Ottawa,House,2200.0,3.0,3.0,0,0,0,1857.0,1 Year,1071868,Ontario,"45.2756201,-75.8683068"
3506008,Ottawa,Condo,1950.0,2.0,2.0,0,0,0,1270.0,1 Year,1071868,Ontario,"45.2755773,-75.744135"
3506008,Ottawa,Townhouse,2400.0,3.0,2.5,0,0,0,2000.0,1 Year,1071868,Ontario,"45.2755235,-75.6809283"
3506008,Ottawa,Townhouse,2400.0,3.5,2.5,0,0,0,2300.0,1 Year,1071868,Ontario,"45.2753901,-75.8736036"
3506008,Ottawa,Townhouse,2400.0,3.0,4.0,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2753901,-75.8736036"
3506008,Ottawa,Townhouse,2200.0,3.0,1.5,0,0,1,1500.0,1 Year,1071868,Ontario,"45.2750175,-75.758295"
3506008,Ottawa,Townhouse,2200.0,3.0,2.5,0,0,0,1770.0,1 Year,1071868,Ontario,"45.2747102,-75.8623049"
3506008,Ottawa,Condo,1895.0,2.0,2.0,0,0,1,1000.0,1 Year,1071868,Ontario,"45.2745014,-75.744586"
3506008,Ottawa,Apartment,1865.0,1.5,1.0,0,0,1,716.0,1 Year,1071868,Ontario,"45.2743111,-75.8923788"
3506008,Ottawa,Apartment,2090.0,2.0,2.0,0,0,1,834.0,1 Year,1071868,Ontario,"45.2742375,-75.8926611"
3506008,Ottawa,Apartment,2180.0,2.5,2.0,0,0,1,844.0,1 Year,1071868,Ontario,"45.2742375,-75.8926611"
3506008,Ottawa,House,3200.0,4.5,2.5,0,0,0,2500.0,1 Year,1071868,Ontario,"45.2741976,-75.9072523"
3506008,Ottawa,Townhouse,2200.0,3.0,2.5,0,0,0,1600.0,1 Year,1071868,Ontario,"45.2740689,-75.7767454"
3506008,Ottawa,House,2800.0,4.0,3.0,0,0,0,2900.0,1 Year,1071868,Ontario,"45.2738658,-75.8497829"
3506008,Ottawa,Townhouse,2200.0,3.0,3.0,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2738049,-75.8646566"
3506008,Ottawa,House,3290.0,5.0,3.5,0,0,0,3000.0,1 Year,1071868,Ontario,"45.2736822,-75.6902111"
3506008,Ottawa,Townhouse,2400.0,3.0,2.5,0,0,0,1900.0,1 Year,1071868,Ontario,"45.2735761,-75.920423"
3506008,Ottawa,House,2800.0,4.0,2.5,0,0,0,2700.0,1 Year,1071868,Ontario,"45.2734387,-75.7260138"
3506008,Ottawa,House,2500.0,3.5,2.5,0,0,0,1600.0,1 Year,1071868,Ontario,"45.273408,-75.7291513"
3506008,Ottawa,Condo,2000.0,2.0,2.5,0,0,0,1300.0,1 Year,1071868,Ontario,"45.2733989,-75.8471716"
3506008,Ottawa,Condo,1950.0,2.0,2.5,0,0,0,1255.0,1 Year,1071868,Ontario,"45.2732909,-75.7197382"
3506008,Ottawa,House,2550.0,3.0,2.5,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2000.0,2.0,1.5,0,0,0,1259.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2200.0,3.5,1.5,0,0,0,1738.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2500.0,4.5,2.5,0,0,0,1850.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2500.0,3.5,2.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2400.0,3.0,2.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2350.0,3.5,2.5,0,0,0,2250.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2250.0,3.0,2.5,0,0,0,1832.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2400.0,3.0,2.5,0,0,0,1234.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Townhouse,2250.0,3.0,2.5,0,0,0,1832.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Basement,1200.0,2.0,1.0,1,1,1,900.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Basement,1600.0,1.5,1.0,1,1,1,1700.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Basement,1550.0,2.0,1.5,0,0,0,1000.0,1 Year,1071868,Ontario,"45.2732592,-75.9184917"
3506008,Ottawa,Condo,1900.0,2.0,1.5,0,0,0,1100.0,1 Year,1071868,Ontario,"45.273165,-75.8651957"
3506008,Ottawa,House,2400.0,3.0,2.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2730927,-75.847058"
3506008,Ottawa,Condo,1800.0,2.0,2.5,0,0,0,1350.0,1 Year,1071868,Ontario,"45.2729004,-75.7222845"
3506008,Ottawa,Townhouse,2175.0,3.0,2.5,0,0,0,1662.0,1 Year,1071868,Ontario,"45.272812,-75.9337142"
3506008,Ottawa,Townhouse,2175.0,3.0,2.5,0,0,0,1662.0,1 Year,1071868,Ontario,"45.272812,-75.9337142"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.272747,-75.8526144"
3506008,Ottawa,Townhouse,2200.0,3.0,2.5,0,0,0,1765.0,1 Year,1071868,Ontario,"45.2725224,-75.8626929"
3506008,Ottawa,Condo,2100.0,1.5,1.5,1,1,0,950.0,1 Year,1071868,Ontario,"45.2723299,-75.7397699"
3506008,Ottawa,House,2700.0,3.0,3.0,0,0,0,2000.0,1 Year,1071868,Ontario,"45.2721357,-75.9394809"
3506008,Ottawa,Townhouse,2495.0,3.0,4.0,0,0,0,1.0,1 Year,1071868,Ontario,"45.2720722,-75.8821219"
3506008,Ottawa,Condo,2000.0,2.0,1.0,0,0,0,975.0,1 Year,1071868,Ontario,"45.2719831,-75.864771"
3506008,Ottawa,Townhouse,2300.0,3.0,3.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2718359,-75.8833613"
3506008,Ottawa,Townhouse,2225.0,2.5,2.5,0,0,0,1445.0,1 Year,1071868,Ontario,"45.2716753,-75.6805216"
3506008,Ottawa,Townhouse,2150.0,2.0,1.5,0,0,0,1400.0,1 Year,1071868,Ontario,"45.2716401,-75.8577637"
3506008,Ottawa,House,2695.0,3.0,2.5,0,0,0,2246.0,1 Year,1071868,Ontario,"45.2715849,-75.8828037"
3506008,Ottawa,Apartment,5200.0,2.0,2.0,0,1,1,1497.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,4155.0,2.0,2.0,0,1,1,1510.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,3180.0,2.0,2.0,0,1,1,1151.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,2155.0,0.5,1.0,0,1,1,729.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,2895.0,2.0,2.0,0,1,1,1008.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,2605.0,1.0,2.0,0,1,1,962.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,2680.0,2.0,2.0,0,1,1,1002.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,2930.0,2.0,2.0,0,1,1,1107.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,2330.0,2.0,2.0,0,1,1,842.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Apartment,3080.0,2.0,2.0,0,1,1,1107.0,1 Year,1071868,Ontario,"45.2715481,-75.7393615"
3506008,Ottawa,Condo,1750.0,2.0,2.5,0,0,0,1200.0,1 Year,1071868,Ontario,"45.2714851,-75.7262143"
3506008,Ottawa,Townhouse,2225.0,3.0,3.0,0,0,0,1850.0,1 Year,1071868,Ontario,"45.27111,-75.863"
3506008,Ottawa,Condo,2459.0,2.0,2.0,0,0,0,1300.0,1 Year,1071868,Ontario,"45.27085,-75.6915"
3506008,Ottawa,Townhouse,2200.0,3.0,2.5,0,0,0,1700.0,1 Year,1071868,Ontario,"45.2707275,-75.7351095"
3506008,Ottawa,Townhouse,2290.0,3.0,2.5,0,0,0,1900.0,1 Year,1071868,Ontario,"45.2703579,-75.9382573"
3506008,Ottawa,Condo,1750.0,1.0,1.0,0,0,1,641.0,1 Year,1071868,Ontario,"45.270215,-75.7385271"
3506008,Ottawa,Condo,2000.0,2.0,2.0,0,0,0,1400.0,Month-to-month,1071868,Ontario,"45.270024,-75.7380614"
3506008,Ottawa,Condo,1950.0,2.0,2.0,0,0,0,1400.0,Month-to-month,1071868,Ontario,"45.270024,-75.7380614"
3506008,Ottawa,Townhouse,2400.0,3.5,3.5,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2700173,-75.6759644"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2698897,-75.7273451"
3506008,Ottawa,Condo,1850.0,2.0,1.5,0,0,0,1200.0,1 Year,1071868,Ontario,"45.2694811,-75.733823"
3506008,Ottawa,House,3500.0,5.0,3.5,0,0,0,2720.0,1 Year,1071868,Ontario,"45.2689996,-75.7273984"
3506008,Ottawa,Condo,1800.0,1.0,1.0,0,1,1,675.0,1 Year,1071868,Ontario,"45.2684687,-75.7208758"
3506008,Ottawa,Townhouse,2200.0,3.0,1.5,0,0,0,1740.0,1 Year,1071868,Ontario,"45.2681652,-75.8797719"
3506008,Ottawa,House,2950.0,4.5,2.5,0,0,0,2500.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,House,2350.0,4.0,3.0,1,1,1,2400.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,House,3500.0,5.0,4.0,0,0,0,3000.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,House,3300.0,3.0,2.5,0,0,0,3000.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,House,3300.0,4.5,3.5,0,0,0,3300.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,House,2825.0,4.0,2.5,0,0,0,2500.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,House,2850.0,5.0,2.5,0,0,0,2000.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Townhouse,2350.0,3.0,2.5,0,0,0,1831.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Townhouse,2190.0,3.0,2.5,0,0,0,1850.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Townhouse,2250.0,3.0,2.5,0,0,0,1768.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Condo,1900.0,2.0,2.5,0,0,0,1200.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Townhouse,2295.0,3.0,2.5,0,0,0,1700.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,1786.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Townhouse,2250.0,3.0,2.5,0,0,0,1450.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Condo,1875.0,2.0,2.0,0,0,0,1200.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Townhouse,1900.0,2.0,1.5,0,0,0,1200.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,Duplex/Triplex,1850.0,3.0,1.5,0,0,0,1400.0,1 Year,1071868,Ontario,"45.2678321,-75.7617426"
3506008,Ottawa,House,2600.0,4.5,2.5,0,0,0,2500.0,1 Year,1071868,Ontario,"45.2676545,-75.743862"
3506008,Ottawa,House,4300.0,4.5,2.5,0,0,0,2700.0,1 Year,1071868,Ontario,"45.2674605,-75.774269"
3506008,Ottawa,Condo,2000.0,2.0,2.0,0,0,0,1305.0,1 Year,1071868,Ontario,"45.2669728,-75.6924101"
3506008,Ottawa,House,3300.0,4.5,3.5,0,0,0,3230.0,1 Year,1071868,Ontario,"45.2668263,-75.6953502"
3506008,Ottawa,Condo,2000.0,2.0,2.0,0,0,1,1100.0,1 Year,1071868,Ontario,"45.2661764,-75.8869448"
3506008,Ottawa,Townhouse,2700.0,3.5,4.0,0,0,0,2077.0,1 Year,1071868,Ontario,"45.265688,-75.6883429"
3506008,Ottawa,Townhouse,2150.0,3.0,2.5,0,0,0,1850.0,1 Year,1071868,Ontario,"45.2655669,-75.7339762"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,1600.0,1 Year,1071868,Ontario,"45.2652308,-75.7336103"
3506008,Ottawa,House,2800.0,3.0,2.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2650745,-75.6942279"
3506008,Ottawa,Townhouse,2350.0,3.0,2.5,0,0,0,2000.0,1 Year,1071868,Ontario,"45.26503,-75.68928"
3506008,Ottawa,Condo,1650.0,2.0,1.5,0,0,1,1000.0,1 Year,1071868,Ontario,"45.264969,-75.9357837"
3506008,Ottawa,Townhouse,2175.0,3.0,2.5,0,0,0,1333.0,1 Year,1071868,Ontario,"45.2649674,-75.7759081"
3506008,Ottawa,Townhouse,2400.0,4.5,2.5,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2649299,-75.7753908"
3506008,Ottawa,Townhouse,2150.0,3.5,2.5,0,0,0,1550.0,1 Year,1071868,Ontario,"45.2643921,-75.7763978"
3506008,Ottawa,Townhouse,2280.0,3.0,2.5,0,0,0,1.0,1 Year,1071868,Ontario,"45.2643421,-75.687605"
3506008,Ottawa,Townhouse,2350.0,3.0,3.0,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2642457,-75.6953019"
3506008,Ottawa,House,2350.0,4.0,3.5,0,0,0,2000.0,1 Year,1071868,Ontario,"45.2642269,-75.7544968"
3506008,Ottawa,Townhouse,2495.0,4.0,2.5,0,0,0,2084.0,1 Year,1071868,Ontario,"45.2642269,-75.7544968"
3506008,Ottawa,Townhouse,2400.0,3.5,2.5,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2641239,-75.6886763"
3506008,Ottawa,Townhouse,2100.0,2.0,1.5,0,0,0,1489.0,1 Year,1071868,Ontario,"45.2640982,-75.7430888"
3506008,Ottawa,Townhouse,2100.0,2.0,1.5,0,0,0,1489.0,1 Year,1071868,Ontario,"45.2640982,-75.7430888"
3506008,Ottawa,Townhouse,2240.0,3.0,1.5,0,0,0,1850.0,1 Year,1071868,Ontario,"45.2640982,-75.7430888"
3506008,Ottawa,Townhouse,2350.0,3.5,2.5,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2638146,-75.6960697"
3506008,Ottawa,Townhouse,2390.0,4.0,3.5,0,0,0,1971.0,1 Year,1071868,Ontario,"45.263714,-75.745308"
3506008,Ottawa,Townhouse,2300.0,3.0,3.0,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2635588,-75.7581799"
3506008,Ottawa,Townhouse,2695.0,4.0,3.5,0,0,0,1971.0,1 Year,1071868,Ontario,"45.2635526,-75.7447863"
3506008,Ottawa,Townhouse,2095.0,3.5,2.5,0,0,0,1450.0,1 Year,1071868,Ontario,"45.263535,-75.7757188"
3506008,Ottawa,Townhouse,2500.0,3.5,2.5,0,0,0,2332.0,1 Year,1071868,Ontario,"45.262608,-75.6877494"
3506008,Ottawa,Apartment,1840.0,2.0,1.0,0,1,1,750.0,1 Year,1071868,Ontario,"45.2622465,-75.9140649"
3506008,Ottawa,Townhouse,2350.0,3.0,2.5,0,0,0,1873.0,1 Year,1071868,Ontario,"45.26213,-75.73639"
3506008,Ottawa,Townhouse,2300.0,3.0,3.0,0,0,0,1825.0,1 Year,1071868,Ontario,"45.2614417,-75.7397843"
3506008,Ottawa,Townhouse,2400.0,4.0,4.0,0,0,0,1971.0,1 Year,1071868,Ontario,"45.2613293,-75.7434821"
3506008,Ottawa,Townhouse,2400.0,3.0,2.5,0,0,0,1873.0,1 Year,1071868,Ontario,"45.2613071,-75.7369737"
3506008,Ottawa,Basement,950.0,1.0,1.0,1,1,1,2550.0,1 Year,1071868,Ontario,"45.261264,-75.7570913"
3506008,Ottawa,Apartment,799.0,1.0,1.0,1,1,1,2600.0,1 Year,1071868,Ontario,"45.261264,-75.7570913"
3506008,Ottawa,Apartment,825.0,1.0,1.0,1,1,1,2500.0,1 Year,1071868,Ontario,"45.261264,-75.7570913"
3506008,Ottawa,Apartment,799.0,1.0,1.0,1,1,1,2500.0,Month-to-month,1071868,Ontario,"45.261264,-75.7570913"
3506008,Ottawa,Apartment,825.0,1.0,1.0,1,1,1,2500.0,1 Year,1071868,Ontario,"45.261264,-75.7570913"
3506008,Ottawa,House,2600.0,3.0,2.5,0,0,0,1785.0,1 Year,1071868,Ontario,"45.2602908,-75.761694"
3506008,Ottawa,Townhouse,2200.0,2.0,1.5,0,0,0,1200.0,1 Year,1071868,Ontario,"45.259904,-75.7627214"
3506008,Ottawa,Townhouse,1975.0,2.0,1.5,0,0,0,1268.0,1 Year,1071868,Ontario,"45.259675,-75.7629139"
3506008,Ottawa,Apartment,1795.0,1.0,1.0,0,0,1,675.0,1 Year,1071868,Ontario,"45.2586917,-75.920998"
3506008,Ottawa,Townhouse,2600.0,3.5,2.5,0,0,0,1793.0,1 Year,1071868,Ontario,"45.2585131,-75.9207767"
3506008,Ottawa,Townhouse,2375.0,2.5,2.5,0,0,0,1485.0,1 Year,1071868,Ontario,"45.2585131,-75.9207767"
3506008,Ottawa,Townhouse,2700.0,3.0,3.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2582183,-75.6970336"
3506008,Ottawa,Townhouse,2400.0,3.0,2.5,0,0,0,1830.0,1 Year,1071868,Ontario,"45.2569299,-75.69511"
3506008,Ottawa,Townhouse,2000.0,2.0,2.5,0,0,0,1300.0,1 Year,1071868,Ontario,"45.2564224,-75.7405704"
3506008,Ottawa,Condo,2050.0,2.0,1.5,0,0,0,1000.0,1 Year,1071868,Ontario,"45.2563275,-75.729088"
3506008,Ottawa,Condo,1900.0,2.0,2.5,0,0,0,1250.0,1 Year,1071868,Ontario,"45.2551685,-75.7273449"
3506008,Ottawa,Townhouse,2199.0,3.0,2.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2547992,-75.7285061"
3506008,Ottawa,Condo,1995.0,2.0,2.5,0,0,0,1250.0,1 Year,1071868,Ontario,"45.254613,-75.7353153"
3506008,Ottawa,House,3450.0,4.0,3.5,0,0,0,2401.0,1 Year,1071868,Ontario,"45.253638,-75.7288225"
3506008,Ottawa,House,3300.0,4.5,2.5,0,0,0,2800.0,1 Year,1071868,Ontario,"45.2534121,-75.6859875"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,1316.0,1 Year,1071868,Ontario,"45.2526312,-75.7258067"
3506008,Ottawa,Townhouse,2490.0,3.0,2.5,0,0,0,2000.0,1 Year,1071868,Ontario,"45.25236,-75.89671"
3506008,Ottawa,Townhouse,2250.0,3.0,3.5,0,0,0,1600.0,1 Year,1071868,Ontario,"45.2505,-75.74852"
3506008,Ottawa,House,2300.0,3.0,2.5,0,0,0,1700.0,1 Year,1071868,Ontario,"45.250334,-75.7499075"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,2070.0,1 Year,1071868,Ontario,"45.2502282,-75.757394"
3506008,Ottawa,House,2500.0,3.5,2.5,0,0,0,1950.0,1 Year,1071868,Ontario,"45.2494069,-75.7425537"
3506008,Ottawa,House,2500.0,3.5,2.5,0,0,0,1952.0,1 Year,1071868,Ontario,"45.2494069,-75.7425537"
3506008,Ottawa,House,2850.0,4.0,3.0,0,0,0,2400.0,1 Year,1071868,Ontario,"45.2490305,-75.7541585"
3506008,Ottawa,Townhouse,2250.0,2.0,1.5,0,0,0,1250.0,1 Year,1071868,Ontario,"45.248888,-75.7408213"
3506008,Ottawa,Townhouse,2249.0,3.5,2.5,1,1,1,1500.0,1 Year,1071868,Ontario,"45.2487877,-75.7501967"
3506008,Ottawa,Townhouse,2250.0,3.0,2.5,0,0,0,1750.0,1 Year,1071868,Ontario,"45.2483907,-75.7318789"
3506008,Ottawa,Townhouse,2150.0,3.0,1.5,0,0,0,2200.0,Month-to-month,1071868,Ontario,"45.2483245,-75.7443903"
3506008,Ottawa,Townhouse,2250.0,3.5,2.5,0,0,0,2300.0,1 Year,1071868,Ontario,"45.2483221,-75.7420915"
3506008,Ottawa,Townhouse,2400.0,3.0,2.5,0,0,0,1751.0,1 Year,1071868,Ontario,"45.2475623,-75.7313347"
3506008,Ottawa,Townhouse,2500.0,3.0,2.5,0,0,0,1850.0,1 Year,1071868,Ontario,"45.2468093,-75.7395347"
3506008,Ottawa,Apartment,1650.0,2.0,1.0,0,0,1,1000.0,1 Year,1071868,Ontario,"45.2460179,-75.9216102"
3506008,Ottawa,Townhouse,2200.0,3.0,2.5,0,0,0,1565.0,1 Year,1071868,Ontario,"45.2458464,-75.7395422"
3506008,Ottawa,House,4200.0,4.0,2.5,0,0,0,2700.0,1 Year,1071868,Ontario,"45.2448686,-75.733882"
3506008,Ottawa,House,3000.0,5.0,3.5,0,0,0,2500.0,1 Year,1071868,Ontario,"45.2437896,-75.9097977"
3506008,Ottawa,House,2850.0,3.5,3.5,0,0,0,2200.0,1 Year,1071868,Ontario,"45.2430224,-75.7350844"
3506008,Ottawa,House,2850.0,3.5,3.5,0,0,0,2000.0,1 Year,1071868,Ontario,"45.2429267,-75.7357927"
3506008,Ottawa,Townhouse,2300.0,3.0,4.0,0,0,0,2060.0,1 Year,1071868,Ontario,"45.2426429,-75.7392629"
3506008,Ottawa,Apartment,2200.0,2.0,1.5,0,0,0,1150.0,Month-to-month,1071868,Ontario,"45.2410403,-75.6827106"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,1800.0,1 Year,1071868,Ontario,"45.2407949,-75.7378336"
3506008,Ottawa,Townhouse,2050.0,2.0,2.5,0,0,0,1400.0,1 Year,1071868,Ontario,"45.2407907,-75.7365127"
3506008,Ottawa,House,2700.0,4.0,2.5,0,0,0,1729.0,1 Year,1071868,Ontario,"45.2406995,-75.7390015"
3506008,Ottawa,Townhouse,2300.0,3.0,2.5,0,0,0,2100.0,1 Year,1071868,Ontario,"45.2405856,-75.7369623"
3506008,Ottawa,Townhouse,2100.0,2.0,1.5,0,0,0,1500.0,1 Year,1071868,Ontario,"45.2405856,-75.7369623"
