CSDUID,CSDNAME,Type,Price,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type,Population,Province,combined_coordinates
3520005,Toronto,Apartment,1973.0,1.0,1.0,0,1,0,728.0,1 Year,3025647,Ontario,"43.67562,-79.4333612"
3520005,Toronto,Apartment,1684.0,0.5,1.0,0,1,0,519.0,1 Year,3025647,Ontario,"43.67562,-79.4333612"
3520005,Toronto,Basement,1250.0,1.0,1.0,0,0,0,480.0,1 Year,3025647,Ontario,"43.6756147,-79.4344343"
3520005,Toronto,House,1550.0,1.0,1.0,0,1,1,1234.0,1 Year,3025647,Ontario,"43.6754976,-79.5049544"
3520005,Toronto,Condo,3650.0,2.0,2.0,0,0,0,850.0,1 Year,3025647,Ontario,"43.6754287,-79.3971027"
3520005,Toronto,Apartment,2199.0,2.0,1.0,0,1,1,892.0,1 Year,3025647,Ontario,"43.6753388,-79.2779298"
3520005,Toronto,Apartment,1699.0,1.0,1.0,0,1,1,551.0,1 Year,3025647,Ontario,"43.6753388,-79.2779298"
3520005,Toronto,Basement,2200.0,2.0,2.0,0,1,1,800.0,1 Year,3025647,Ontario,"43.6753308,-79.4417318"
3520005,Toronto,Condo,3450.0,3.0,2.0,0,0,0,860.0,1 Year,3025647,Ontario,"43.6751287,-79.3996206"
3520005,Toronto,Condo,4000.0,3.0,2.0,0,0,1,850.0,Not Available,3025647,Ontario,"43.6751287,-79.3996206"
3520005,Toronto,Apartment,1450.0,1.0,1.0,0,1,1,780.0,1 Year,3025647,Ontario,"43.6751172,-79.5684199"
3520005,Toronto,House,3600.0,4.5,2.0,1,1,1,1200.0,1 Year,3025647,Ontario,"43.6750493,-79.4255131"
3520005,Toronto,Apartment,2150.0,2.0,1.0,1,1,1,750.0,1 Year,3025647,Ontario,"43.6750493,-79.4255131"
3520005,Toronto,Townhouse,5295.0,3.5,3.5,0,0,0,2290.0,1 Year,3025647,Ontario,"43.6749372,-79.3994667"
3520005,Toronto,Apartment,2650.0,1.5,1.0,1,1,1,700.0,1 Year,3025647,Ontario,"43.6747857,-79.3886296"
3520005,Toronto,Basement,3295.0,2.0,2.0,0,0,0,1178.0,1 Year,3025647,Ontario,"43.6746529,-79.3211962"
3520005,Toronto,Apartment,3495.0,2.0,2.0,0,0,0,1113.0,1 Year,3025647,Ontario,"43.6746529,-79.3211962"
3520005,Toronto,Basement,1300.0,0.5,1.0,1,1,1,700.0,1 Year,3025647,Ontario,"43.6746263,-79.3363592"
3520005,Toronto,Apartment,1804.0,1.0,1.0,0,1,1,556.0,1 Year,3025647,Ontario,"43.6746059,-79.2798749"
3520005,Toronto,Condo,3300.0,2.0,2.0,1,0,1,1107.0,Not Available,3025647,Ontario,"43.6745745,-79.3887263"
3520005,Toronto,Apartment,2400.0,2.0,2.0,0,1,1,600.0,1 Year,3025647,Ontario,"43.6745231,-79.375154"
3520005,Toronto,Condo,1850.0,0.5,1.0,1,1,1,400.0,1 Year,3025647,Ontario,"43.674507,-79.3892299"
3520005,Toronto,Apartment,1050.0,0.5,1.0,1,1,1,200.0,1 Year,3025647,Ontario,"43.6743918,-79.4066767"
3520005,Toronto,Apartment,2750.0,3.5,1.0,0,0,0,1300.0,1 Year,3025647,Ontario,"43.6743233,-79.408868"
3520005,Toronto,House,4900.0,3.5,1.5,0,0,0,2000.0,1 Year,3025647,Ontario,"43.6742868,-79.3039513"
3520005,Toronto,House,2350.0,3.0,1.0,0,0,0,1000.0,1 Year,3025647,Ontario,"43.6742379,-79.3192691"
3520005,Toronto,Basement,1475.0,1.5,1.0,1,1,1,700.0,1 Year,3025647,Ontario,"43.6742064,-79.4487649"
3520005,Toronto,Apartment,1650.0,1.0,1.0,1,1,1,600.0,1 Year,3025647,Ontario,"43.6741676,-79.4330192"
3520005,Toronto,Basement,1300.0,1.0,1.0,1,1,1,700.0,1 Year,3025647,Ontario,"43.6740742,-79.3206776"
3520005,Toronto,Basement,1300.0,1.0,1.0,1,1,1,700.0,1 Year,3025647,Ontario,"43.6740742,-79.3206776"
3520005,Toronto,Apartment,1799.0,1.0,1.0,0,0,0,490.0,1 Year,3025647,Ontario,"43.6740261,-79.4943355"
3520005,Toronto,House,6000.0,4.0,1.5,0,0,1,2500.0,1 Year,3025647,Ontario,"43.673926,-79.3523867"
3520005,Toronto,Apartment,2195.0,2.0,1.0,0,1,1,800.0,1 Year,3025647,Ontario,"43.6737486,-79.3266637"
3520005,Toronto,Condo,2500.0,1.0,1.0,0,0,0,601.0,1 Year,3025647,Ontario,"43.6737266,-79.4122197"
3520005,Toronto,Condo,3800.0,2.0,2.0,0,0,0,1012.0,1 Year,3025647,Ontario,"43.6737266,-79.4122197"
3520005,Toronto,Condo,2995.0,1.5,2.0,0,0,0,883.0,1 Year,3025647,Ontario,"43.6737266,-79.4122197"
3520005,Toronto,Condo,2195.0,1.0,1.0,0,0,0,601.0,1 Year,3025647,Ontario,"43.6737266,-79.4122197"
3520005,Toronto,Condo,2575.0,1.5,2.0,0,0,0,687.0,1 Year,3025647,Ontario,"43.6737266,-79.4122197"
3520005,Toronto,Condo,2500.0,1.0,1.0,0,1,1,635.0,1 Year,3025647,Ontario,"43.6737266,-79.4122197"
3520005,Toronto,Apartment,3000.0,2.0,2.0,0,0,0,687.0,1 Year,3025647,Ontario,"43.6737266,-79.4122197"
3520005,Toronto,Basement,1600.0,0.5,1.0,1,1,1,500.0,1 Year,3025647,Ontario,"43.6737023,-79.4377754"
3520005,Toronto,Apartment,1900.0,1.0,1.0,1,1,1,600.0,1 Year,3025647,Ontario,"43.6737023,-79.4377754"
3520005,Toronto,Duplex/Triplex,1825.0,1.0,1.0,0,0,1,550.0,1 Year,3025647,Ontario,"43.6735629,-79.4068294"
3520005,Toronto,Apartment,2275.0,2.0,1.0,1,1,1,800.0,Month-to-month,3025647,Ontario,"43.6732108,-79.4061706"
3520005,Toronto,House,3200.0,3.0,1.5,0,0,0,300.0,1 Year,3025647,Ontario,"43.6731853,-79.4872619"
3520005,Toronto,Basement,1600.0,1.0,1.0,0,1,1,600.0,1 Year,3025647,Ontario,"43.6731853,-79.4872619"
3520005,Toronto,House,1685.0,1.0,1.0,0,0,0,900.0,1 Year,3025647,Ontario,"43.6730227,-79.4590235"
3520005,Toronto,Apartment,1500.0,0.5,1.0,1,1,1,500.0,1 Year,3025647,Ontario,"43.6729507,-79.3848754"
3520005,Toronto,Condo,3400.0,2.5,2.0,0,1,1,852.0,1 Year,3025647,Ontario,"43.6729415,-79.386777"
3520005,Toronto,House,3300.0,3.0,1.0,1,0,1,1700.0,1 Year,3025647,Ontario,"43.6729393,-79.4097241"
3520005,Toronto,Apartment,1999.0,2.0,1.0,0,0,1,700.0,1 Year,3025647,Ontario,"43.6729046,-79.3200614"
3520005,Toronto,Apartment,2395.0,2.5,1.0,0,1,1,1100.0,Month-to-month,3025647,Ontario,"43.6728935,-79.286955"
3520005,Toronto,Apartment,1600.0,1.0,1.0,1,1,1,500.0,1 Year,3025647,Ontario,"43.6728915,-79.4369291"
3520005,Toronto,Basement,1000.0,0.5,1.0,1,1,1,300.0,1 Year,3025647,Ontario,"43.672874,-79.3877268"
3520005,Toronto,Apartment,1925.0,0.5,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6728102,-79.3952555"
3520005,Toronto,Apartment,3000.0,2.0,1.0,0,1,1,1033.0,1 Year,3025647,Ontario,"43.6728102,-79.3952555"
3520005,Toronto,Duplex/Triplex,2600.0,3.0,1.0,1,1,1,1000.0,1 Year,3025647,Ontario,"43.6728001,-79.4304776"
3520005,Toronto,Apartment,2295.0,2.0,1.0,0,0,1,800.0,1 Year,3025647,Ontario,"43.6727286,-79.3284242"
3520005,Toronto,Apartment,3000.0,1.5,1.0,1,1,1,650.0,1 Year,3025647,Ontario,"43.6724977,-79.3895378"
3520005,Toronto,Condo,2295.0,1.0,1.0,1,1,1,700.0,1 Year,3025647,Ontario,"43.6724812,-79.3895598"
3520005,Toronto,Condo,2300.0,1.0,1.0,1,1,1,750.0,1 Year,3025647,Ontario,"43.6724728,-79.3773975"
3520005,Toronto,Apartment,1919.0,1.0,1.0,0,1,1,582.0,1 Year,3025647,Ontario,"43.6724136,-79.3548011"
3520005,Toronto,Apartment,2150.0,2.0,1.0,1,1,1,750.0,1 Year,3025647,Ontario,"43.6723942,-79.4426279"
3520005,Toronto,Condo,2900.0,2.0,2.0,1,1,1,800.0,1 Year,3025647,Ontario,"43.6722213,-79.3740356"
3520005,Toronto,Apartment,1750.0,0.5,1.0,0,1,1,601.0,Month-to-month,3025647,Ontario,"43.6722213,-79.3740356"
3520005,Toronto,Apartment,1600.0,1.0,1.0,1,1,1,500.0,1 Year,3025647,Ontario,"43.6721636,-79.4362006"
3520005,Toronto,Condo,2100.0,1.0,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6719872,-79.3880423"
3520005,Toronto,Apartment,1350.0,1.0,1.0,1,1,1,310.0,1 Year,3025647,Ontario,"43.6718918,-79.3216478"
3520005,Toronto,Basement,1200.0,0.5,1.0,1,1,1,600.0,1 Year,3025647,Ontario,"43.6718711,-79.4427868"
3520005,Toronto,Basement,1350.0,0.5,1.0,1,1,1,500.0,1 Year,3025647,Ontario,"43.6718458,-79.4108125"
3520005,Toronto,Condo,2050.0,1.0,1.0,0,0,0,569.0,1 Year,3025647,Ontario,"43.6717863,-79.3719332"
3520005,Toronto,Condo,2200.0,1.5,2.0,0,0,0,730.0,1 Year,3025647,Ontario,"43.6717863,-79.3719332"
3520005,Toronto,Condo,2850.0,2.0,2.0,0,0,0,911.0,1 Year,3025647,Ontario,"43.6717863,-79.3719332"
3520005,Toronto,Condo,2095.0,1.5,1.0,0,0,0,567.0,1 Year,3025647,Ontario,"43.6717863,-79.3719332"
3520005,Toronto,Condo,3050.0,2.0,2.0,0,0,0,911.0,1 Year,3025647,Ontario,"43.6717863,-79.3719332"
3520005,Toronto,Condo,2300.0,1.0,2.0,0,0,0,730.0,1 Year,3025647,Ontario,"43.6717863,-79.3719332"
3520005,Toronto,Condo,3300.0,1.0,1.0,0,0,0,475.0,1 Year,3025647,Ontario,"43.6717863,-79.3875929"
3520005,Toronto,Condo,2075.0,1.0,1.0,0,0,0,560.0,1 Year,3025647,Ontario,"43.6717536,-79.3714449"
3520005,Toronto,Condo,2900.0,2.0,2.0,0,0,0,846.0,1 Year,3025647,Ontario,"43.6717536,-79.3714449"
3520005,Toronto,Condo,2850.0,2.0,2.0,0,0,0,839.0,1 Year,3025647,Ontario,"43.6717536,-79.3714449"
3520005,Toronto,Condo,2275.0,1.5,2.0,0,0,0,625.0,1 Year,3025647,Ontario,"43.6717536,-79.3714449"
3520005,Toronto,Condo,2495.0,1.5,1.0,0,0,0,671.0,1 Year,3025647,Ontario,"43.6717536,-79.3714449"
3520005,Toronto,Basement,1600.0,2.0,1.0,0,0,0,700.0,1 Year,3025647,Ontario,"43.6717224,-79.319115"
3520005,Toronto,Duplex/Triplex,2750.0,2.0,1.0,0,1,1,986.0,1 Year,3025647,Ontario,"43.6717028,-79.3206776"
3520005,Toronto,Apartment,2300.0,1.5,1.0,0,1,1,850.0,1 Year,3025647,Ontario,"43.6715924,-79.4405888"
3520005,Toronto,Apartment,1350.0,1.0,1.0,0,0,1,699.0,1 Year,3025647,Ontario,"43.6715918,-79.3786732"
3520005,Toronto,Apartment,1900.0,1.0,1.0,0,1,1,590.0,1 Year,3025647,Ontario,"43.671435,-79.4019442"
3520005,Toronto,Apartment,1825.0,0.5,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.671435,-79.4019442"
3520005,Toronto,Apartment,1900.0,2.0,1.0,0,0,1,700.0,1 Year,3025647,Ontario,"43.6714099,-79.295774"
3520005,Toronto,Apartment,2500.0,2.0,1.0,1,0,1,1000.0,Not Available,3025647,Ontario,"43.6713967,-79.332579"
3520005,Toronto,House,3300.0,3.0,1.0,0,0,0,1100.0,1 Year,3025647,Ontario,"43.6713768,-79.4430505"
3520005,Toronto,Apartment,2162.0,1.0,1.0,0,1,0,605.0,1 Year,3025647,Ontario,"43.6712697,-79.3773082"
3520005,Toronto,Apartment,2350.0,1.0,1.0,0,0,1,850.0,1 Year,3025647,Ontario,"43.6712581,-79.4139456"
3520005,Toronto,Apartment,1925.0,1.0,1.0,0,1,1,550.0,1 Year,3025647,Ontario,"43.6712122,-79.4019438"
3520005,Toronto,Condo,2500.0,1.5,1.0,0,1,1,610.0,1 Year,3025647,Ontario,"43.6711418,-79.391259"
3520005,Toronto,Apartment,1950.0,2.0,1.0,0,1,1,1000.0,1 Year,3025647,Ontario,"43.6711056,-79.3717394"
3520005,Toronto,Apartment,1475.0,1.0,1.0,0,1,1,550.0,1 Year,3025647,Ontario,"43.6711056,-79.3717394"
3520005,Toronto,Duplex/Triplex,1950.0,1.0,1.0,1,1,1,750.0,1 Year,3025647,Ontario,"43.6710013,-79.3069435"
3520005,Toronto,Duplex/Triplex,1950.0,1.0,1.0,1,1,1,750.0,1 Year,3025647,Ontario,"43.6710013,-79.3069435"
3520005,Toronto,Apartment,2175.0,1.0,1.0,0,1,0,664.0,1 Year,3025647,Ontario,"43.6709471,-79.3114777"
3520005,Toronto,Apartment,2100.0,1.5,1.0,1,1,1,750.0,1 Year,3025647,Ontario,"43.6709382,-79.4582588"
3520005,Toronto,Basement,1500.0,1.5,1.0,0,0,0,600.0,1 Year,3025647,Ontario,"43.6709091,-79.4465429"
3520005,Toronto,Apartment,1999.0,2.0,1.0,0,0,1,700.0,1 Year,3025647,Ontario,"43.6708856,-79.3280752"
3520005,Toronto,House,1400.0,1.0,1.0,1,1,1,500.0,Month-to-month,3025647,Ontario,"43.6708226,-79.3365222"
3520005,Toronto,Apartment,2099.0,0.5,1.0,0,1,1,600.0,1 Year,3025647,Ontario,"43.6708112,-79.3852397"
3520005,Toronto,Apartment,2549.0,2.0,2.0,0,1,1,892.0,1 Year,3025647,Ontario,"43.6708112,-79.3852397"
3520005,Toronto,Apartment,1599.0,0.5,1.0,0,1,1,378.0,1 Year,3025647,Ontario,"43.6708112,-79.3852397"
3520005,Toronto,Condo,2599.0,2.0,2.0,0,1,1,855.0,1 Year,3025647,Ontario,"43.6708093,-79.3770456"
3520005,Toronto,Townhouse,3200.0,3.5,2.0,0,0,1,1400.0,1 Year,3025647,Ontario,"43.6707501,-79.4502529"
3520005,Toronto,Condo,2100.0,1.0,1.0,0,0,1,770.0,1 Year,3025647,Ontario,"43.6706438,-79.4484188"
3520005,Toronto,Condo,2500.0,1.5,1.0,0,0,0,534.0,1 Year,3025647,Ontario,"43.6705909,-79.4779686"
3520005,Toronto,Condo,6500.0,2.0,3.0,0,0,0,1600.0,1 Year,3025647,Ontario,"43.6705541,-79.3901536"
3520005,Toronto,Condo,1900.0,1.5,1.0,1,1,1,600.0,1 Year,3025647,Ontario,"43.670492,-79.4790013"
3520005,Toronto,Condo,2150.0,1.5,1.0,0,0,1,660.0,1 Year,3025647,Ontario,"43.6704772,-79.4782157"
3520005,Toronto,Condo,2350.0,2.5,2.0,0,0,0,1000.0,1 Year,3025647,Ontario,"43.6704772,-79.4782157"
3520005,Toronto,Condo,2800.0,2.5,1.0,1,1,1,620.0,Month-to-month,3025647,Ontario,"43.6702331,-79.3843476"
3520005,Toronto,Condo,2170.0,1.0,1.0,1,1,1,550.0,1 Year,3025647,Ontario,"43.6702331,-79.3843476"
3520005,Toronto,Apartment,2950.0,3.5,1.0,1,1,1,900.0,1 Year,3025647,Ontario,"43.6702312,-79.3867634"
3520005,Toronto,Apartment,3250.0,3.0,1.0,0,0,1,1050.0,1 Year,3025647,Ontario,"43.6702312,-79.3867634"
3520005,Toronto,Apartment,1275.0,0.5,1.0,1,0,1,250.0,Not Available,3025647,Ontario,"43.670223,-79.4030509"
3520005,Toronto,Apartment,1050.0,0.5,1.0,1,1,1,200.0,1 Year,3025647,Ontario,"43.6702042,-79.4049418"
3520005,Toronto,Duplex/Triplex,3800.0,3.0,1.0,1,1,1,1400.0,1 Year,3025647,Ontario,"43.670194,-79.3457072"
3520005,Toronto,Condo,2450.0,1.5,1.0,0,0,0,600.0,1 Year,3025647,Ontario,"43.6701893,-79.4777518"
3520005,Toronto,Condo,2300.0,2.5,2.0,1,1,1,1050.0,1 Year,3025647,Ontario,"43.670171,-79.4283991"
3520005,Toronto,Basement,1200.0,0.5,1.0,1,1,1,550.0,1 Year,3025647,Ontario,"43.670171,-79.4283991"
3520005,Toronto,Condo,4699.0,2.5,2.0,0,0,0,1763.0,1 Year,3025647,Ontario,"43.6699814,-79.3937562"
3520005,Toronto,Apartment,1798.0,0.5,1.0,0,1,1,461.0,1 Year,3025647,Ontario,"43.6699799,-79.4054647"
3520005,Toronto,Apartment,1930.0,1.0,1.0,0,1,1,595.0,1 Year,3025647,Ontario,"43.6699799,-79.4054647"
3520005,Toronto,Apartment,1950.0,1.0,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6699416,-79.4093723"
3520005,Toronto,Apartment,1799.0,0.5,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6698865,-79.396487"
3520005,Toronto,Apartment,1850.0,0.5,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6698865,-79.396487"
3520005,Toronto,Apartment,2100.0,1.0,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6698865,-79.396487"
3520005,Toronto,Apartment,1395.0,0.5,1.0,1,1,1,325.0,Month-to-month,3025647,Ontario,"43.6698787,-79.3770016"
3520005,Toronto,Duplex/Triplex,2400.0,2.0,1.0,0,1,1,950.0,Month-to-month,3025647,Ontario,"43.6698759,-79.4086687"
3520005,Toronto,Apartment,2200.0,1.0,1.0,1,1,1,500.0,1 Year,3025647,Ontario,"43.669844,-79.3817965"
3520005,Toronto,House,3300.0,3.0,2.0,0,0,0,1050.0,1 Year,3025647,Ontario,"43.6697637,-79.3759796"
3520005,Toronto,Duplex/Triplex,2800.0,2.0,1.0,0,1,1,612.0,1 Year,3025647,Ontario,"43.6696724,-79.3272506"
3520005,Toronto,Condo,1850.0,0.5,1.0,0,1,1,501.0,1 Year,3025647,Ontario,"43.669636,-79.3805427"
3520005,Toronto,Apartment,1940.0,1.0,1.0,0,1,1,661.0,1 Year,3025647,Ontario,"43.6695853,-79.4002032"
3520005,Toronto,Apartment,1850.0,1.0,1.0,0,1,1,647.0,1 Year,3025647,Ontario,"43.6695853,-79.4002032"
3520005,Toronto,Apartment,2100.0,1.0,1.0,0,1,1,647.0,1 Year,3025647,Ontario,"43.6695853,-79.4002032"
3520005,Toronto,Apartment,1625.0,0.5,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6695853,-79.4002032"
3520005,Toronto,Townhouse,3499.0,3.0,2.5,0,0,0,1655.0,Not Available,3025647,Ontario,"43.6695566,-79.4480545"
3520005,Toronto,Condo,3600.0,2.0,2.0,0,0,1,799.0,1 Year,3025647,Ontario,"43.6695496,-79.3837757"
3520005,Toronto,Basement,1250.0,0.5,1.0,1,1,1,450.0,1 Year,3025647,Ontario,"43.669542,-79.4225637"
3520005,Toronto,Apartment,925.0,0.5,1.0,1,1,1,900.0,Month-to-month,3025647,Ontario,"43.6695303,-79.3227904"
3520005,Toronto,Condo,1850.0,1.0,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6694425,-79.3846115"
3520005,Toronto,Apartment,2400.0,2.0,2.0,0,0,1,700.0,Not Available,3025647,Ontario,"43.6693898,-79.4315657"
3520005,Toronto,Apartment,3500.0,3.0,1.0,0,0,0,1100.0,1 Year,3025647,Ontario,"43.6693868,-79.4195468"
3520005,Toronto,Apartment,1575.0,1.0,1.0,1,0,1,600.0,Not Available,3025647,Ontario,"43.669373,-79.4331948"
3520005,Toronto,Apartment,1750.0,0.5,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6693668,-79.4002899"
3520005,Toronto,Apartment,1675.0,0.5,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6693668,-79.4002899"
3520005,Toronto,Apartment,3250.0,1.5,1.0,0,1,1,1242.0,1 Year,3025647,Ontario,"43.669364,-79.4135058"
3520005,Toronto,Condo,2200.0,1.5,1.5,0,1,1,690.0,1 Year,3025647,Ontario,"43.6693208,-79.3828975"
3520005,Toronto,Condo,4500.0,2.0,2.0,0,1,1,1400.0,1 Year,3025647,Ontario,"43.6693208,-79.3828975"
3520005,Toronto,Condo,2550.0,1.5,1.0,0,1,1,741.0,1 Year,3025647,Ontario,"43.6693208,-79.3828975"
3520005,Toronto,Condo,2900.0,2.0,1.0,0,0,1,700.0,1 Year,3025647,Ontario,"43.6693208,-79.3828975"
3520005,Toronto,Condo,2350.0,1.0,1.0,0,1,1,573.0,1 Year,3025647,Ontario,"43.6693208,-79.3828975"
3520005,Toronto,Condo,3050.0,2.0,2.0,0,1,1,871.0,1 Year,3025647,Ontario,"43.6693208,-79.3828975"
3520005,Toronto,Condo,2850.0,1.5,1.0,0,1,1,740.0,1 Year,3025647,Ontario,"43.6693208,-79.3828975"
3520005,Toronto,Apartment,1725.0,0.5,1.0,0,1,1,500.0,1 Year,3025647,Ontario,"43.6693142,-79.4000307"
3520005,Toronto,Apartment,1650.0,2.0,1.0,0,0,1,700.0,1 Year,3025647,Ontario,"43.6692665,-79.4458638"
3520005,Toronto,Apartment,1275.0,1.0,1.0,0,0,1,600.0,1 Year,3025647,Ontario,"43.6692665,-79.4458638"
3520005,Toronto,Condo,3000.0,1.5,1.0,1,1,1,899.0,1 Year,3025647,Ontario,"43.669171,-79.3983129"
3520005,Toronto,Apartment,1650.0,1.0,1.0,0,0,1,750.0,1 Year,3025647,Ontario,"43.6691436,-79.3759019"
3520005,Toronto,House,2000.0,2.0,1.0,1,1,1,1.0,1 Year,3025647,Ontario,"43.6690454,-79.4283673"
3520005,Toronto,Basement,2000.0,1.0,1.0,1,1,1,700.0,1 Year,3025647,Ontario,"43.6690306,-79.3143391"
3520005,Toronto,House,4100.0,5.0,2.0,1,1,1,1500.0,1 Year,3025647,Ontario,"43.6690051,-79.4422593"
3520005,Toronto,Apartment,1588.0,1.0,1.0,0,1,1,575.0,1 Year,3025647,Ontario,"43.6690051,-79.4422593"
3520005,Toronto,Apartment,1575.0,1.0,1.0,0,1,1,566.0,Month-to-month,3025647,Ontario,"43.6690051,-79.4422593"
3520005,Toronto,Basement,2000.0,1.0,1.0,1,1,1,700.0,1 Year,3025647,Ontario,"43.6688175,-79.3158137"
3520005,Toronto,Apartment,1100.0,0.5,1.0,1,1,1,230.0,1 Year,3025647,Ontario,"43.6688155,-79.4472844"
3520005,Toronto,House,2650.0,2.5,1.0,0,0,0,1400.0,1 Year,3025647,Ontario,"43.6687797,-79.3375539"
3520005,Toronto,Apartment,3497.0,1.0,1.0,0,1,1,848.0,1 Year,3025647,Ontario,"43.6687698,-79.3923923"
3520005,Toronto,Apartment,2728.0,1.0,1.0,0,1,1,889.0,1 Year,3025647,Ontario,"43.6687698,-79.3923923"
3520005,Toronto,Apartment,2135.0,0.5,1.0,0,1,1,584.0,1 Year,3025647,Ontario,"43.6687698,-79.3923923"
3520005,Toronto,Condo,2175.0,1.0,1.0,1,1,1,625.0,1 Year,3025647,Ontario,"43.668742,-79.5724601"
3520005,Toronto,Condo,2800.0,1.5,1.5,0,1,1,680.0,1 Year,3025647,Ontario,"43.6687226,-79.3839991"
3520005,Toronto,House,2850.0,2.5,1.5,0,0,0,893.0,1 Year,3025647,Ontario,"43.6686988,-79.4488192"
3520005,Toronto,Apartment,850.0,1.0,1.0,1,1,1,400.0,1 Year,3025647,Ontario,"43.668688,-79.317532"
3520005,Toronto,Apartment,800.0,1.0,1.0,0,1,1,600.0,1 Year,3025647,Ontario,"43.6686313,-79.3806763"
3520005,Toronto,Apartment,2300.0,2.0,1.0,1,1,1,650.0,1 Year,3025647,Ontario,"43.6685972,-79.3073837"
3520005,Toronto,Condo,1950.0,0.5,1.0,1,1,1,420.0,1 Year,3025647,Ontario,"43.6685613,-79.3843036"
3520005,Toronto,House,3300.0,3.0,1.0,1,0,1,1700.0,1 Year,3025647,Ontario,"43.6685583,-79.4080531"
3520005,Toronto,Apartment,1200.0,0.5,1.0,1,1,1,200.0,1 Year,3025647,Ontario,"43.6685343,-79.426235"
3520005,Toronto,Apartment,2600.0,1.0,1.0,0,0,1,850.0,Not Available,3025647,Ontario,"43.6685047,-79.3055128"
3520005,Toronto,Apartment,2150.0,1.0,1.0,0,0,0,828.0,1 Year,3025647,Ontario,"43.66847,-79.3909486"
3520005,Toronto,Apartment,3445.0,3.0,2.0,0,0,0,1008.0,Not Available,3025647,Ontario,"43.6684617,-79.4604987"
3520005,Toronto,Apartment,3595.0,4.0,2.0,0,0,0,1083.0,Not Available,3025647,Ontario,"43.6684286,-79.460442"
3520005,Toronto,Apartment,450.0,2.0,1.0,0,1,0,700.0,Month-to-month,3025647,Ontario,"43.6683957,-79.3706668"
3520005,Toronto,Condo,1900.0,1.0,1.0,0,1,1,450.0,1 Year,3025647,Ontario,"43.6683465,-79.3883434"
3520005,Toronto,Apartment,2950.0,4.5,2.0,0,0,0,1650.0,1 Year,3025647,Ontario,"43.6683095,-79.4417537"
3520005,Toronto,Condo,2900.0,1.5,2.0,0,0,1,700.0,1 Year,3025647,Ontario,"43.66825,-79.3970658"
3520005,Toronto,Basement,1850.0,2.0,1.0,1,1,1,800.0,1 Year,3025647,Ontario,"43.6682077,-79.3150434"
3520005,Toronto,Basement,1100.0,0.5,1.0,1,1,1,400.0,1 Year,3025647,Ontario,"43.6681992,-79.3039499"
3520005,Toronto,Apartment,2900.0,1.0,1.0,0,0,0,548.0,1 Year,3025647,Ontario,"43.6680976,-79.390665"
3520005,Toronto,Apartment,1100.0,1.0,1.0,1,1,1,650.0,Month-to-month,3025647,Ontario,"43.667967,-79.3676753"
3520005,Toronto,Condo,1950.0,1.5,1.0,1,1,1,600.0,1 Year,3025647,Ontario,"43.6679021,-79.3756819"
3520005,Toronto,Condo,1950.0,1.0,1.0,0,0,1,700.0,1 Year,3025647,Ontario,"43.6679021,-79.3756819"
3520005,Toronto,Basement,2000.0,2.0,1.0,1,1,1,800.0,1 Year,3025647,Ontario,"43.6678556,-79.5322424"
3520005,Toronto,House,2200.0,1.0,1.0,1,1,1,900.0,1 Year,3025647,Ontario,"43.6677927,-79.430038"
3520005,Toronto,Apartment,2895.0,2.0,1.0,0,1,1,575.0,1 Year,3025647,Ontario,"43.6677607,-79.3882716"
3520005,Toronto,Apartment,2295.0,0.5,1.0,1,1,1,303.0,1 Year,3025647,Ontario,"43.6677607,-79.3882716"
3520005,Toronto,Apartment,1995.0,1.0,1.0,0,1,1,535.0,1 Year,3025647,Ontario,"43.6677607,-79.3882716"
3520005,Toronto,Apartment,1795.0,0.5,1.0,0,1,1,423.0,1 Year,3025647,Ontario,"43.6677607,-79.3882716"
3520005,Toronto,Apartment,1485.0,0.5,1.0,0,0,1,330.0,Not Available,3025647,Ontario,"43.6677567,-79.3729803"
3520005,Toronto,Townhouse,1234.0,5.0,2.0,0,0,0,1111.0,Month-to-month,3025647,Ontario,"43.6677371,-79.3731304"
3520005,Toronto,Apartment,2499.0,2.0,1.0,0,1,0,637.0,Not Available,3025647,Ontario,"43.6677108,-79.4055007"
3520005,Toronto,Apartment,2500.0,1.0,1.0,0,1,1,972.0,1 Year,3025647,Ontario,"43.6676857,-79.3890231"
3520005,Toronto,Apartment,3000.0,2.0,2.0,0,1,1,1279.0,1 Year,3025647,Ontario,"43.6676857,-79.3890231"
3520005,Toronto,Apartment,3900.0,3.0,2.0,0,1,1,1594.0,1 Year,3025647,Ontario,"43.6676857,-79.3890231"
3520005,Toronto,Apartment,1400.0,1.0,1.0,1,1,1,475.0,1 Year,3025647,Ontario,"43.6675063,-79.3714587"
